Report file after 896000 simulations:

1.) Summary of most leaking (and already active) probing sets per clock cycle: 

Cycle 10: @[stage2Out[10](10), regOut1[1](10)] ==> [regOut1[1](10), stage2Out[10](10), regOut1[1](9), stage2Out[10](9)] -log10(p) = 2.95483 --> OKAY

2.) Summary of the most leakging (and already active) probing sets: 

@[stage2Out[10](10), regOut1[1](10)] ==> [regOut1[1](10), stage2Out[10](10), regOut1[1](9), stage2Out[10](9)] -log10(p) = 2.95483 --> OKAY
@[stage2Out[1](10), s2_refreshed[17](10)] ==> [randomS2[21](10), randomS2[17](10), stage1Out[12](10), stage1Out[13](10), stage1Out[14](10), stage1Out[15](10), stage1Out[8](10), stage1Out[9](10), stage1Out[10](10), stage1Out[11](10), stage2Out[1](10), randomS2[21](9), randomS2[17](9), stage1Out[12](9), stage1Out[13](9), stage1Out[14](9), stage1Out[15](9), stage1Out[8](9), stage1Out[9](9), stage1Out[10](9), stage1Out[11](9), stage2Out[1](9)] -log10(p) = 2.78109 --> OKAY
@[stage3Out[20](10), regOut1[1](10)] ==> [regOut1[1](10), stage3Out[20](10), regOut1[1](9), stage3Out[20](9)] -log10(p) = 2.68559 --> OKAY
@[stage2Out[8](10), regOut1[1](10)] ==> [regOut1[1](10), stage2Out[8](10), regOut1[1](9), stage2Out[8](9)] -log10(p) = 2.66908 --> OKAY
@[stage2Out[11](10), s2_refreshed[14](10)] ==> [randomS2[26](10), randomS2[22](10), stage1Out[12](10), stage1Out[13](10), stage1Out[14](10), stage1Out[15](10), stage1Out[0](10), stage1Out[1](10), stage1Out[2](10), stage1Out[3](10), stage2Out[11](10), randomS2[26](9), randomS2[22](9), stage1Out[12](9), stage1Out[13](9), stage1Out[14](9), stage1Out[15](9), stage1Out[0](9), stage1Out[1](9), stage1Out[2](9), stage1Out[3](9), stage2Out[11](9)] -log10(p) = 2.60868 --> OKAY
@[stage3Out[26](10), stage3Out[25](10)] ==> [stage3Out[25](10), stage3Out[26](10), stage3Out[25](9), stage3Out[26](9)] -log10(p) = 2.54073 --> OKAY
@[stage2Out[3](10), stage3Out[13](10)] ==> [stage3Out[13](10), stage2Out[3](10), stage3Out[13](9), stage2Out[3](9)] -log10(p) = 2.53994 --> OKAY
@[stage3Out[26](10), stage3Out[20](10)] ==> [stage3Out[20](10), stage3Out[26](10), stage3Out[20](9), stage3Out[26](9)] -log10(p) = 2.47793 --> OKAY
@[stage3Out[22](10), stage3Out[13](10)] ==> [stage3Out[13](10), stage3Out[22](10), stage3Out[13](9), stage3Out[22](9)] -log10(p) = 2.45677 --> OKAY
@[stage3Out[34](10), s2_refreshed[6](10)] ==> [randomS2[34](10), randomS2[30](10), stage1Out[4](10), stage1Out[5](10), stage1Out[6](10), stage1Out[7](10), stage1Out[8](10), stage1Out[9](10), stage1Out[10](10), stage1Out[11](10), stage3Out[34](10), randomS2[34](9), randomS2[30](9), stage1Out[4](9), stage1Out[5](9), stage1Out[6](9), stage1Out[7](9), stage1Out[8](9), stage1Out[9](9), stage1Out[10](9), stage1Out[11](9), stage3Out[34](9)] -log10(p) = 2.43629 --> OKAY
