Report file after 1280 simulations:

1.) Summary of most leaking (and already active) probing sets per clock cycle: 

Cycle 2: @[inst1_Step1_ins_Step1[3](2)] ==> [r[0](2), b[0](2), a[0](2), r[0](1), b[0](1), a[0](1)] -log10(p) = 0.963248 --> OKAY
Cycle 3: @[inst1_Step2_inst_step2_ins_0_1_value(3)] ==> [inst1_Step1_reg[1](3), inst1_in1_reg[0](3), inst1_in1_reg[1](3), inst1_Step1_reg[1](2), inst1_in1_reg[0](2), inst1_in1_reg[1](2)] -log10(p) = 1.81724 --> OKAY
Cycle 4: @[inst1_Step2_inst_step2_ins_0_1_value(4)] ==> [inst1_Step1_reg[1](4), inst1_in1_reg[0](4), inst1_in1_reg[1](4), inst1_Step1_reg[1](3), inst1_in1_reg[0](3), inst1_in1_reg[1](3)] -log10(p) = 1.36028 --> OKAY
Cycle 5: @[inst2_Step2_inst_step2_ins_0_2_value(5)] ==> [inst2_Step1_reg[2](5), inst2_in1_reg[0](5), inst2_in1_reg[1](5), inst2_Step1_reg[2](4), inst2_in1_reg[0](4), inst2_in1_reg[1](4)] -log10(p) = 1.23966 --> OKAY
Cycle 6: @[inst2_Step2_inst_step2_ins_0_2_value(6)] ==> [inst2_Step1_reg[2](6), inst2_in1_reg[0](6), inst2_in1_reg[1](6), inst2_Step1_reg[2](5), inst2_in1_reg[0](5), inst2_in1_reg[1](5)] -log10(p) = 1.83928 --> OKAY
Cycle 7: @[inst2_out0_mid_0_(7)] ==> [inst2_out0_mid_0_(7), inst2_out0_mid_0_(6)] -log10(p) = 1.29481 --> OKAY
Cycle 8: @[d[0](8)] ==> [d[0](8), d[0](7)] -log10(p) = 1.29481 --> OKAY
Cycle 9: @[inst2_Step2_inst_step2_ins_0_2_value(9)] ==> [inst2_Step1_reg[2](9), inst2_in1_reg[0](9), inst2_in1_reg[1](9), inst2_Step1_reg[2](8), inst2_in1_reg[0](8), inst2_in1_reg[1](8)] -log10(p) = 1.58496 --> OKAY
Cycle 10: @[inst2_out0_mid_0_(10)] ==> [inst2_out0_mid_0_(10), inst2_out0_mid_0_(9)] -log10(p) = 1.12601 --> OKAY

2.) Summary of the most leakging (and already active) probing sets: 

@[inst2_Step2_inst_step2_ins_0_2_value(6)] ==> [inst2_Step1_reg[2](6), inst2_in1_reg[0](6), inst2_in1_reg[1](6), inst2_Step1_reg[2](5), inst2_in1_reg[0](5), inst2_in1_reg[1](5)] -log10(p) = 1.83928 --> OKAY
@[inst1_Step2_inst_step2_ins_0_1_value(3)] ==> [inst1_Step1_reg[1](3), inst1_in1_reg[0](3), inst1_in1_reg[1](3), inst1_Step1_reg[1](2), inst1_in1_reg[0](2), inst1_in1_reg[1](2)] -log10(p) = 1.81724 --> OKAY
@[inst2_Step2_inst_step2_ins_0_2_value(9)] ==> [inst2_Step1_reg[2](9), inst2_in1_reg[0](9), inst2_in1_reg[1](9), inst2_Step1_reg[2](8), inst2_in1_reg[0](8), inst2_in1_reg[1](8)] -log10(p) = 1.58496 --> OKAY
@[inst2_Step1_ins_Step1[3](9)] ==> [t[0](9), r[1](9), c[0](9), t[0](8), r[1](8), c[0](8)] -log10(p) = 1.46314 --> OKAY
@[inst1_Step2_inst_step2_ins_0_1_value(4)] ==> [inst1_Step1_reg[1](4), inst1_in1_reg[0](4), inst1_in1_reg[1](4), inst1_Step1_reg[1](3), inst1_in1_reg[0](3), inst1_in1_reg[1](3)] -log10(p) = 1.36028 --> OKAY
@[inst2_out0_mid_0_(7)] ==> [inst2_out0_mid_0_(7), inst2_out0_mid_0_(6)] -log10(p) = 1.29481 --> OKAY
@[d[0](8)] ==> [d[0](8), d[0](7)] -log10(p) = 1.29481 --> OKAY
@[d[1](7)] ==> [inst2_Step2_inst_Step2_reg[0](7), inst2_Step2_inst_Step2_reg[1](7), inst2_Step2_inst_Step2_reg[2](7), inst2_Step2_inst_Step2_reg[3](7), inst2_Step2_inst_Step2_reg[0](6), inst2_Step2_inst_Step2_reg[1](6), inst2_Step2_inst_Step2_reg[2](6), inst2_Step2_inst_Step2_reg[3](6)] -log10(p) = 1.25804 --> OKAY
@[inst2_Step2_inst_step2_ins_0_2_value(5)] ==> [inst2_Step1_reg[2](5), inst2_in1_reg[0](5), inst2_in1_reg[1](5), inst2_Step1_reg[2](4), inst2_in1_reg[0](4), inst2_in1_reg[1](4)] -log10(p) = 1.23966 --> OKAY
@[inst2_Step2_inst_step2_ins_0_1_value(9)] ==> [inst2_Step1_reg[1](9), inst2_in1_reg[0](9), inst2_in1_reg[1](9), inst2_Step1_reg[1](8), inst2_in1_reg[0](8), inst2_in1_reg[1](8)] -log10(p) = 1.15269 --> OKAY
